ExpPlant,Block,Pot,Trt,Treatment,Fvert,Umaydis,UmKey,Plant_pot,Height19,Smut20,Infect,LH_stage,Path_persist,PlantLives2,GallWT,LnGallWT,Vir,InVir,InVir_sd,n_Umx,InVir_pooledSD
2610,2,435,45,F1-U2-18,1,19,19,6,57,0,0,0,0,1,0,0,3.2,11.45,15.45,46,12.34
2611,2,436,30,F1-U2-3,1,4,4,1,34,3,1,3,1,1,188.5,5.24,26.2,31.18,14.02,47,11.49
2612,2,436,30,F1-U2-3,1,4,4,2,18.5,3,1,3,1,1,65.3,4.18,41.7,31.18,14.02,47,11.49
2613,2,436,30,F1-U2-3,1,4,4,3,55.5,0,0,0,0,1,0,0,4.7,31.18,14.02,47,11.49
2614,2,436,30,F1-U2-3,1,4,4,4,20,3,1,3,1,1,45.4,3.82,40.2,31.18,14.02,47,11.49
2615,2,436,30,F1-U2-3,1,4,4,5,19.5,4,1,3,1,1,66.2,4.19,40.7,31.18,14.02,47,11.49
2616,2,436,30,F1-U2-3,1,4,4,6,31,3,1,3,1,1,401.7,6,29.2,31.18,14.02,47,11.49
2617,2,437,50,F1-U2-23,1,24,24,1,57.5,0,0,0,0,1,0,0,2.7,0.77,7.46,46,7.86
2618,2,437,50,F1-U2-23,1,24,24,2,56.5,0,0,0,0,1,0,0,3.7,0.77,7.46,46,7.86
2619,2,437,50,F1-U2-23,1,24,24,3,57,0,0,0,0,1,0,0,3.2,0.77,7.46,46,7.86
2620,2,437,50,F1-U2-23,1,24,24,4,69,0,0,0,0,1,0,0,-8.8,0.77,7.46,46,7.86
2621,2,437,50,F1-U2-23,1,24,24,5,47,0,0,0,0,1,0,0,13.2,0.77,7.46,46,7.86
2622,2,437,50,F1-U2-23,1,24,24,6,67.5,0,0,0,0,1,0,0,-7.3,0.77,7.46,46,7.86
2623,2,438,56,F2-U2-4,2,5,5,1,23,4,1,3,1,1,127.1,4.84,36.8,28.05,13.39,46,11.09
2624,2,438,56,F2-U2-4,2,5,5,2,24,4,1,3,1,1,192.1,5.26,35.8,28.05,13.39,46,11.09
2625,2,438,56,F2-U2-4,2,5,5,3,20,4,1,3,1,1,38.8,3.66,39.8,28.05,13.39,46,11.09
2626,2,438,56,F2-U2-4,2,5,5,4,27.5,4,1,3,1,1,122.7,4.81,32.3,28.05,13.39,46,11.09
2627,2,438,56,F2-U2-4,2,5,5,5,21,3,1,3,1,1,87.1,4.47,38.8,28.05,13.39,46,11.09
2628,2,438,56,F2-U2-4,2,5,5,6,24,4,1,3,1,1,149.2,5.01,35.8,28.05,13.39,46,11.09
2629,2,439,7,U2-5,0,6,6,1,70.5,0,0,0,0,1,0,0,-12.1,26.12,17.57,46,13.67
2630,2,439,7,U2-5,0,6,6,2,13,4,1,3,1,1,36.8,3.61,45.4,26.12,17.57,46,13.67
2631,2,439,7,U2-5,0,6,6,3,8,4,1,3,1,1,27.5,3.31,50.4,26.12,17.57,46,13.67
2632,2,439,7,U2-5,0,6,6,4,70.5,0,0,0,0,1,0,0,-12.1,26.12,17.57,46,13.67
2633,2,439,7,U2-5,0,6,6,5,19,4,1,3,1,1,96.6,4.57,39.4,26.12,17.57,46,13.67
2634,2,439,7,U2-5,0,6,6,6,24,4,1,3,1,1,150.3,5.01,34.4,26.12,17.57,46,13.67
2635,2,440,42,F1-U2-15,1,16,16,1,48,0,0,0,0,1,0,0,12.2,13.79,15.12,46,12.13
2636,2,440,42,F1-U2-15,1,16,16,2,36,3,1,3,1,1,165.6,5.11,24.2,13.79,15.12,46,12.13
2637,2,440,42,F1-U2-15,1,16,16,3,33,3,1,3,1,1,116.3,4.76,27.2,13.79,15.12,46,12.13
2638,2,440,42,F1-U2-15,1,16,16,4,22,3,1,3,1,1,140.6,4.95,38.2,13.79,15.12,46,12.13
2639,2,440,42,F1-U2-15,1,16,16,5,53.5,0,0,0,0,1,0,0,6.7,13.79,15.12,46,12.13
2640,2,440,42,F1-U2-15,1,16,16,6,58,0,0,0,0,1,0,0,2.2,13.79,15.12,46,12.13
2641,2,441,6,U2-4,0,5,5,1,22,3,1,3,1,1,86,4.45,36.4,28.05,13.39,46,11.09
2642,2,441,6,U2-4,0,5,5,2,21,3,1,3,1,1,68.4,4.23,37.4,28.05,13.39,46,11.09
2643,2,441,6,U2-4,0,5,5,3,21,4,1,3,1,1,93.9,4.54,37.4,28.05,13.39,46,11.09
2644,2,441,6,U2-4,0,5,5,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,28.05,13.39,46,11.09
2645,2,441,6,U2-4,0,5,5,5,29,2,1,2,1,1,479.2,6.17,29.4,28.05,13.39,46,11.09
2646,2,441,6,U2-4,0,5,5,6,26.5,4,1,3,1,1,41.4,3.72,31.9,28.05,13.39,46,11.09
2647,2,442,31,F1-U2-4,1,5,5,1,28,3,1,3,1,1,345.8,5.85,32.2,28.05,13.39,46,11.09
2648,2,442,31,F1-U2-4,1,5,5,2,43,2,1,2,1,1,13.8,2.62,17.2,28.05,13.39,46,11.09
2649,2,442,31,F1-U2-4,1,5,5,3,21,4,1,3,1,1,138.8,4.93,39.2,28.05,13.39,46,11.09
2650,2,442,31,F1-U2-4,1,5,5,4,69,0,0,0,0,1,0,0,-8.8,28.05,13.39,46,11.09
2651,2,442,31,F1-U2-4,1,5,5,5,22,4,1,3,1,1,119.8,4.79,38.2,28.05,13.39,46,11.09
2652,2,442,31,F1-U2-4,1,5,5,6,32,2,1,2,1,1,35,3.56,28.2,28.05,13.39,46,11.09
2653,2,443,59,F2-U2-7,2,8,8,1,40,1,1,0,0,1,0,0,19.8,30.9,12.66,44,10.6
2654,2,443,59,F2-U2-7,2,8,8,2,25.5,3,1,3,1,1,101.8,4.62,34.3,30.9,12.66,44,10.6
2655,2,443,59,F2-U2-7,2,8,8,3,47,1,1,0,0,1,0,0,12.8,30.9,12.66,44,10.6
2656,2,443,59,F2-U2-7,2,8,8,4,21,4,1,3,1,1,64.5,4.17,38.8,30.9,12.66,44,10.6
2657,2,443,59,F2-U2-7,2,8,8,5,53.5,0,0,0,0,1,0,0,6.3,30.9,12.66,44,10.6
2658,2,443,59,F2-U2-7,2,8,8,6,22.5,3,1,3,1,1,136.9,4.92,37.3,30.9,12.66,44,10.6
2659,2,444,66,F2-U2-14,2,15,15,1,49,1,1,0,0,1,0,0,10.8,21.68,16.55,47,13.07
2660,2,444,66,F2-U2-14,2,15,15,2,45.5,2,1,2,1,1,89.5,4.49,14.3,21.68,16.55,47,13.07
2661,2,444,66,F2-U2-14,2,15,15,3,26,3,1,3,1,1,135.9,4.91,33.8,21.68,16.55,47,13.07
2662,2,444,66,F2-U2-14,2,15,15,4,57,0,0,0,0,1,0,0,2.8,21.68,16.55,47,13.07
2663,2,444,66,F2-U2-14,2,15,15,5,35,4,1,3,1,1,123.5,4.82,24.8,21.68,16.55,47,13.07
2664,2,444,66,F2-U2-14,2,15,15,6,48.5,2,1,2,1,1,12.3,2.51,11.3,21.68,16.55,47,13.07
2665,2,445,13,U2-11,0,12,12,1,67,0,0,0,0,1,0,0,-8.6,11.98,14.73,45,11.86
2666,2,445,13,U2-11,0,12,12,2,26,3,1,3,1,1,73.7,4.3,32.4,11.98,14.73,45,11.86
2667,2,445,13,U2-11,0,12,12,3,69,0,0,0,0,1,0,0,-10.6,11.98,14.73,45,11.86
2668,2,445,13,U2-11,0,12,12,4,49,0,0,0,0,1,0,0,9.4,11.98,14.73,45,11.86
2669,2,445,13,U2-11,0,12,12,5,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,11.98,14.73,45,11.86
2670,2,445,13,U2-11,0,12,12,6,73.5,0,0,0,0,1,0,0,-15.1,11.98,14.73,45,11.86
2671,2,446,74,F2-U2-22,2,23,23,1,71,0,0,0,0,1,0,0,-11.2,23.02,17.07,45,13.31
2672,2,446,74,F2-U2-22,2,23,23,2,56,0,0,0,0,1,0,0,3.8,23.02,17.07,45,13.31
2673,2,446,74,F2-U2-22,2,23,23,3,65,1,1,0,0,1,0,0,-5.2,23.02,17.07,45,13.31
2674,2,446,74,F2-U2-22,2,23,23,4,20,3,1,3,1,1,102.1,4.63,39.8,23.02,17.07,45,13.31
2675,2,446,74,F2-U2-22,2,23,23,5,28,3,1,3,1,1,210.4,5.35,31.8,23.02,17.07,45,13.31
2676,2,446,74,F2-U2-22,2,23,23,6,12,3,1,3,1,1,25.6,3.24,47.8,23.02,17.07,45,13.31
2677,2,447,48,F1-U2-21,1,22,22,1,70,0,0,0,0,1,0,0,-9.8,8.21,14.76,47,11.95
2678,2,447,48,F1-U2-21,1,22,22,2,49.5,0,0,0,0,1,0,0,10.7,8.21,14.76,47,11.95
2679,2,447,48,F1-U2-21,1,22,22,3,60,0,0,0,0,1,0,0,0.2,8.21,14.76,47,11.95
2680,2,447,48,F1-U2-21,1,22,22,4,59.5,0,0,0,0,1,0,0,0.7,8.21,14.76,47,11.95
2681,2,447,48,F1-U2-21,1,22,22,5,76.5,0,0,0,0,1,0,0,-16.3,8.21,14.76,47,11.95
2682,2,447,48,F1-U2-21,1,22,22,6,52.5,0,0,0,0,1,0,0,7.7,8.21,14.76,47,11.95
2683,2,448,21,U2-19,0,20,20,1,28,3,1,3,1,1,104.2,4.65,30.4,19.36,14.83,48,12.02
2684,2,448,21,U2-19,0,20,20,2,52.5,0,0,0,0,1,0,0,5.9,19.36,14.83,48,12.02
2685,2,448,21,U2-19,0,20,20,3,45,1,1,0,0,1,0,0,13.4,19.36,14.83,48,12.02
2686,2,448,21,U2-19,0,20,20,4,20,3,1,3,1,1,172,5.15,38.4,19.36,14.83,48,12.02
2687,2,448,21,U2-19,0,20,20,5,19.5,2,1,2,1,1,161.5,5.08,38.9,19.36,14.83,48,12.02
2688,2,448,21,U2-19,0,20,20,6,63.5,0,0,0,0,1,0,0,-5.1,19.36,14.83,48,12.02
2689,2,449,36,F1-U2-9,1,10,10,1,58,1,1,0,0,1,0,0,2.2,17.52,12.26,47,10.44
2690,2,449,36,F1-U2-9,1,10,10,2,75,0,0,0,0,1,0,0,-14.8,17.52,12.26,47,10.44
2691,2,449,36,F1-U2-9,1,10,10,3,58.5,1,1,0,0,1,0,0,1.7,17.52,12.26,47,10.44
2692,2,449,36,F1-U2-9,1,10,10,4,69,0,0,0,0,1,0,0,-8.8,17.52,12.26,47,10.44
2693,2,449,36,F1-U2-9,1,10,10,5,38,3,1,3,1,1,172.8,5.15,22.2,17.52,12.26,47,10.44
2694,2,449,36,F1-U2-9,1,10,10,6,23,4,1,3,1,1,99,4.6,37.2,17.52,12.26,47,10.44
2695,2,450,14,U2-12,0,13,13,1,54.5,1,1,0,0,1,0,0,3.9,18.72,16.88,43,13.09
2696,2,450,14,U2-12,0,13,13,2,47,1,1,0,0,1,0,0,11.4,18.72,16.88,43,13.09
2697,2,450,14,U2-12,0,13,13,3,45.5,1,1,0,0,1,0,0,12.9,18.72,16.88,43,13.09
2698,2,450,14,U2-12,0,13,13,4,35,2,1,2,1,1,396.5,5.98,23.4,18.72,16.88,43,13.09
2699,2,450,14,U2-12,0,13,13,5,47.5,1,1,0,0,1,0,0,10.9,18.72,16.88,43,13.09
2700,2,450,14,U2-12,0,13,13,6,18,3,1,3,1,1,45.5,3.82,40.4,18.72,16.88,43,13.09
2701,2,451,25,U2-23,0,24,24,1,52,0,0,0,0,1,0,0,6.4,0.77,7.46,46,7.86
2702,2,451,25,U2-23,0,24,24,2,66.5,0,0,0,0,1,0,0,-8.1,0.77,7.46,46,7.86
2703,2,451,25,U2-23,0,24,24,3,64.5,0,0,0,0,1,0,0,-6.1,0.77,7.46,46,7.86
2704,2,451,25,U2-23,0,24,24,4,60.5,1,1,0,0,1,0,0,-2.1,0.77,7.46,46,7.86
2705,2,451,25,U2-23,0,24,24,5,42.5,0,0,0,0,1,0,0,15.9,0.77,7.46,46,7.86
2706,2,451,25,U2-23,0,24,24,6,58,0,0,0,0,1,0,0,0.4,0.77,7.46,46,7.86
2707,2,452,54,F2-U2-2,2,3,3,1,55,0,0,0,0,1,0,0,4.8,27.26,18.38,45,14.13
2708,2,452,54,F2-U2-2,2,3,3,2,19,4,1,3,1,1,62.3,4.13,40.8,27.26,18.38,45,14.13
2709,2,452,54,F2-U2-2,2,3,3,3,67.5,0,0,0,0,1,0,0,-7.7,27.26,18.38,45,14.13
2710,2,452,54,F2-U2-2,2,3,3,4,36,3,1,3,1,1,234.4,5.46,23.8,27.26,18.38,45,14.13
2711,2,452,54,F2-U2-2,2,3,3,5,62,0,0,0,0,1,0,0,-2.2,27.26,18.38,45,14.13
2712,2,452,54,F2-U2-2,2,3,3,6,22,4,1,3,1,1,75.6,4.33,37.8,27.26,18.38,45,14.13
2713,2,453,30,F1-U2-3,1,4,4,1,22,4,1,3,1,1,77,4.34,38.2,31.18,14.02,47,11.49
2714,2,453,30,F1-U2-3,1,4,4,2,66.5,0,0,0,0,1,0,0,-6.3,31.18,14.02,47,11.49
2715,2,453,30,F1-U2-3,1,4,4,3,25,2,1,2,1,1,48.6,3.88,35.2,31.18,14.02,47,11.49
2716,2,453,30,F1-U2-3,1,4,4,4,25,3,1,3,1,1,153.7,5.04,35.2,31.18,14.02,47,11.49
2717,2,453,30,F1-U2-3,1,4,4,5,24,4,1,3,1,1,117.2,4.76,36.2,31.18,14.02,47,11.49
2718,2,453,30,F1-U2-3,1,4,4,6,69,0,0,0,0,1,0,0,-8.8,31.18,14.02,47,11.49
2719,2,454,17,U2-15,0,16,16,1,36.5,2,1,2,1,1,471.4,6.16,21.9,13.79,15.12,46,12.13
2720,2,454,17,U2-15,0,16,16,2,67.5,0,0,0,0,1,0,0,-9.1,13.79,15.12,46,12.13
2721,2,454,17,U2-15,0,16,16,3,55,1,1,0,0,1,0,0,3.4,13.79,15.12,46,12.13
2722,2,454,17,U2-15,0,16,16,4,60,0,0,0,0,1,0,0,-1.6,13.79,15.12,46,12.13
2723,2,454,17,U2-15,0,16,16,5,59,1,1,0,0,1,0,0,-0.6,13.79,15.12,46,12.13
2724,2,454,17,U2-15,0,16,16,6,62.5,1,1,0,0,1,0,0,-4.1,13.79,15.12,46,12.13
2725,2,455,47,F1-U2-20,1,21,21,1,34.5,3,1,3,1,1,92.6,4.53,25.7,22.16,17.23,46,13.45
2726,2,455,47,F1-U2-20,1,21,21,2,24.5,4,1,3,1,1,126.7,4.84,35.7,22.16,17.23,46,13.45
2727,2,455,47,F1-U2-20,1,21,21,3,26,3,1,3,1,1,270.4,5.6,34.2,22.16,17.23,46,13.45
2728,2,455,47,F1-U2-20,1,21,21,4,17,3,1,3,1,1,42.1,3.74,43.2,22.16,17.23,46,13.45
2729,2,455,47,F1-U2-20,1,21,21,5,50,1,1,0,0,1,0,0,10.2,22.16,17.23,46,13.45
2730,2,455,47,F1-U2-20,1,21,21,6,45.5,1,1,0,0,1,0,0,14.7,22.16,17.23,46,13.45
2731,2,456,15,U2-13,0,14,14,1,33.5,4,1,3,1,1,210.7,5.35,24.9,18.84,13.62,45,11.19
2732,2,456,15,U2-13,0,14,14,2,29.5,2,1,2,1,1,17.4,2.86,28.9,18.84,13.62,45,11.19
2733,2,456,15,U2-13,0,14,14,3,44,1,1,0,0,1,0,0,14.4,18.84,13.62,45,11.19
2734,2,456,15,U2-13,0,14,14,4,30,2,1,2,1,1,68.2,4.22,28.4,18.84,13.62,45,11.19
2735,2,456,15,U2-13,0,14,14,5,37,4,1,3,1,1,99.6,4.6,21.4,18.84,13.62,45,11.19
2736,2,456,15,U2-13,0,14,14,6,54.5,0,0,0,0,1,0,0,3.9,18.84,13.62,45,11.19
2737,2,457,29,F1-U2-2,1,3,3,1,64.5,0,0,0,0,1,0,0,-4.3,27.26,18.38,45,14.13
2738,2,457,29,F1-U2-2,1,3,3,2,56,0,0,0,0,1,0,0,4.2,27.26,18.38,45,14.13
2739,2,457,29,F1-U2-2,1,3,3,3,44,2,1,2,1,1,38.1,3.64,16.2,27.26,18.38,45,14.13
2740,2,457,29,F1-U2-2,1,3,3,4,22,4,1,3,1,1,109.2,4.69,38.2,27.26,18.38,45,14.13
2741,2,457,29,F1-U2-2,1,3,3,5,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,27.26,18.38,45,14.13
2742,2,457,29,F1-U2-2,1,3,3,6,20,3,1,3,1,1,144.4,4.97,40.2,27.26,18.38,45,14.13
2743,2,458,55,F2-U2-3,2,4,4,1,22.5,3,1,3,1,1,148.1,5,37.3,31.18,14.02,47,11.49
2744,2,458,55,F2-U2-3,2,4,4,2,54.5,1,1,0,0,1,0,0,5.3,31.18,14.02,47,11.49
2745,2,458,55,F2-U2-3,2,4,4,3,17,4,1,3,1,1,43.5,3.77,42.8,31.18,14.02,47,11.49
2746,2,458,55,F2-U2-3,2,4,4,4,16.5,4,1,3,1,1,72.4,4.28,43.3,31.18,14.02,47,11.49
2747,2,458,55,F2-U2-3,2,4,4,5,23,4,1,3,1,1,97.8,4.58,36.8,31.18,14.02,47,11.49
2748,2,458,55,F2-U2-3,2,4,4,6,25,4,1,3,1,1,192,5.26,34.8,31.18,14.02,47,11.49
2749,2,459,61,F2-U2-9,2,10,10,1,30.5,3,1,3,1,1,131,4.88,29.3,17.52,12.26,47,10.44
2750,2,459,61,F2-U2-9,2,10,10,2,57,0,0,0,0,1,0,0,2.8,17.52,12.26,47,10.44
2751,2,459,61,F2-U2-9,2,10,10,3,46,0,0,0,0,1,0,0,13.8,17.52,12.26,47,10.44
2752,2,459,61,F2-U2-9,2,10,10,4,49,0,0,0,0,1,0,0,10.8,17.52,12.26,47,10.44
2753,2,459,61,F2-U2-9,2,10,10,5,12,3,1,3,1,1,100.9,4.61,47.8,17.52,12.26,47,10.44
2754,2,459,61,F2-U2-9,2,10,10,6,62,1,1,0,0,1,0,0,-2.2,17.52,12.26,47,10.44
2755,2,460,55,F2-U2-3,2,4,4,1,20.5,4,1,3,1,1,77.5,4.35,39.3,31.18,14.02,47,11.49
2756,2,460,55,F2-U2-3,2,4,4,2,23,4,1,3,1,1,188.6,5.24,36.8,31.18,14.02,47,11.49
2757,2,460,55,F2-U2-3,2,4,4,3,40,2,1,2,1,1,10.7,2.37,19.8,31.18,14.02,47,11.49
2758,2,460,55,F2-U2-3,2,4,4,4,31,3,1,3,1,1,247.8,5.51,28.8,31.18,14.02,47,11.49
2759,2,460,55,F2-U2-3,2,4,4,5,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,31.18,14.02,47,11.49
2760,2,460,55,F2-U2-3,2,4,4,6,27,3,1,3,1,1,336,5.82,32.8,31.18,14.02,47,11.49
2761,2,461,47,F1-U2-20,1,21,21,1,70,0,0,0,0,1,0,0,-9.8,22.16,17.23,46,13.45
2762,2,461,47,F1-U2-20,1,21,21,2,47,1,1,0,0,1,0,0,13.2,22.16,17.23,46,13.45
2763,2,461,47,F1-U2-20,1,21,21,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,22.16,17.23,46,13.45
2764,2,461,47,F1-U2-20,1,21,21,4,53,3,1,3,1,1,189.1,5.24,7.2,22.16,17.23,46,13.45
2765,2,461,47,F1-U2-20,1,21,21,5,53,0,0,0,0,1,0,0,7.2,22.16,17.23,46,13.45
2766,2,461,47,F1-U2-20,1,21,21,6,16.5,3,1,3,1,1,33,3.5,43.7,22.16,17.23,46,13.45
2767,2,462,1,Mock,0,0,0,1,62.5,0,1,2,1,1,NA,NA,-4.1,NA,8.23,47,8.23
2768,2,462,1,Mock,0,0,0,2,73,0,1,2,1,1,NA,NA,-14.6,NA,8.23,47,8.23
2769,2,462,1,Mock,0,0,0,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,NA,8.23,47,8.23
2770,2,462,1,Mock,0,0,0,4,61.5,0,1,2,1,1,NA,NA,-3.1,NA,8.23,47,8.23
2771,2,462,1,Mock,0,0,0,5,50,0,1,2,1,1,NA,NA,8.4,NA,8.23,47,8.23
2772,2,462,1,Mock,0,0,0,6,59.5,0,1,2,1,1,NA,NA,-1.1,NA,8.23,47,8.23
2773,2,463,11,U2-9,0,10,10,1,26,3,1,3,1,1,127.9,4.85,32.4,17.52,12.26,47,10.44
2774,2,463,11,U2-9,0,10,10,2,36.5,3,1,3,1,1,362.9,5.89,21.9,17.52,12.26,47,10.44
2775,2,463,11,U2-9,0,10,10,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,17.52,12.26,47,10.44
2776,2,463,11,U2-9,0,10,10,4,21,4,1,3,1,1,98.2,4.59,37.4,17.52,12.26,47,10.44
2777,2,463,11,U2-9,0,10,10,5,32,1,1,0,0,1,0,0,26.4,17.52,12.26,47,10.44
2778,2,463,11,U2-9,0,10,10,6,55,4,1,3,1,1,196,5.28,3.4,17.52,12.26,47,10.44
2779,2,464,15,U2-13,0,14,14,1,36,4,1,3,1,1,141.9,4.96,22.4,18.84,13.62,45,11.19
2780,2,464,15,U2-13,0,14,14,2,48,0,0,0,0,1,0,0,10.4,18.84,13.62,45,11.19
2781,2,464,15,U2-13,0,14,14,3,76.5,0,0,0,0,1,0,0,-18.1,18.84,13.62,45,11.19
2782,2,464,15,U2-13,0,14,14,4,45.5,1,1,0,0,1,0,0,12.9,18.84,13.62,45,11.19
2783,2,464,15,U2-13,0,14,14,5,33,4,1,3,1,1,140.7,4.95,25.4,18.84,13.62,45,11.19
2784,2,464,15,U2-13,0,14,14,6,41,1,1,0,0,1,0,0,17.4,18.84,13.62,45,11.19
2785,2,465,53,F2-U2-1,2,2,2,1,21,4,1,3,1,1,117.9,4.77,38.8,30.82,13.66,47,11.28
2786,2,465,53,F2-U2-1,2,2,2,2,24.5,3,1,3,1,1,285.2,5.65,35.3,30.82,13.66,47,11.28
2787,2,465,53,F2-U2-1,2,2,2,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,30.82,13.66,47,11.28
2788,2,465,53,F2-U2-1,2,2,2,4,17,4,1,3,1,1,161.4,5.08,42.8,30.82,13.66,47,11.28
2789,2,465,53,F2-U2-1,2,2,2,5,21,4,1,3,1,1,88.3,4.48,38.8,30.82,13.66,47,11.28
2790,2,465,53,F2-U2-1,2,2,2,6,39,2,1,2,1,1,27.5,3.31,20.8,30.82,13.66,47,11.28
2791,2,466,29,F1-U2-2,1,3,3,1,71,0,0,0,0,1,0,0,-10.8,27.26,18.38,45,14.13
2792,2,466,29,F1-U2-2,1,3,3,2,69,0,0,0,0,1,0,0,-8.8,27.26,18.38,45,14.13
2793,2,466,29,F1-U2-2,1,3,3,3,60,0,0,0,0,1,0,0,0.2,27.26,18.38,45,14.13
2794,2,466,29,F1-U2-2,1,3,3,4,21,3,1,3,1,1,59.5,4.09,39.2,27.26,18.38,45,14.13
2795,2,466,29,F1-U2-2,1,3,3,5,23,4,1,3,1,1,143.6,4.97,37.2,27.26,18.38,45,14.13
2796,2,466,29,F1-U2-2,1,3,3,6,44,1,1,0,0,1,0,0,16.2,27.26,18.38,45,14.13
2797,2,467,54,F2-U2-2,2,3,3,1,40.5,0,0,0,0,1,0,0,19.3,27.26,18.38,45,14.13
2798,2,467,54,F2-U2-2,2,3,3,2,64,0,0,0,0,1,0,0,-4.2,27.26,18.38,45,14.13
2799,2,467,54,F2-U2-2,2,3,3,3,40,1,1,0,0,1,0,0,19.8,27.26,18.38,45,14.13
2800,2,467,54,F2-U2-2,2,3,3,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,27.26,18.38,45,14.13
2801,2,467,54,F2-U2-2,2,3,3,5,20,4,1,3,1,1,64.9,4.17,39.8,27.26,18.38,45,14.13
2802,2,467,54,F2-U2-2,2,3,3,6,21,3,1,3,1,1,126.8,4.84,38.8,27.26,18.38,45,14.13
2803,2,468,34,F1-U2-7,1,8,8,1,32,3,1,3,1,1,175.2,5.17,28.2,30.9,12.66,44,10.6
2804,2,468,34,F1-U2-7,1,8,8,2,22,3,1,3,1,1,101,4.62,38.2,30.9,12.66,44,10.6
2805,2,468,34,F1-U2-7,1,8,8,3,68,0,0,0,0,1,0,0,-7.8,30.9,12.66,44,10.6
2806,2,468,34,F1-U2-7,1,8,8,4,26,3,1,3,1,1,227.6,5.43,34.2,30.9,12.66,44,10.6
2807,2,468,34,F1-U2-7,1,8,8,5,12.5,4,1,3,1,1,121,4.8,47.7,30.9,12.66,44,10.6
2808,2,468,34,F1-U2-7,1,8,8,6,12,4,1,3,0,1,0,0,48.2,30.9,12.66,44,10.6
2809,2,469,44,F1-U2-17,1,18,18,1,72,0,0,0,0,1,0,0,-11.8,25.56,15.57,45,12.38
2810,2,469,44,F1-U2-17,1,18,18,2,18,4,1,3,1,1,67.1,4.21,42.2,25.56,15.57,45,12.38
2811,2,469,44,F1-U2-17,1,18,18,3,23,4,1,3,1,1,101.6,4.62,37.2,25.56,15.57,45,12.38
2812,2,469,44,F1-U2-17,1,18,18,4,22,3,1,3,1,1,109.4,4.7,38.2,25.56,15.57,45,12.38
2813,2,469,44,F1-U2-17,1,18,18,5,21.5,3,1,3,1,1,94.4,4.55,38.7,25.56,15.57,45,12.38
2814,2,469,44,F1-U2-17,1,18,18,6,28,2,1,2,1,1,6.5,1.87,32.2,25.56,15.57,45,12.38
2815,2,470,64,F2-U2-12,2,13,13,1,38,3,1,3,1,1,433.9,6.07,21.8,18.72,16.88,43,13.09
2816,2,470,64,F2-U2-12,2,13,13,2,27,4,1,3,1,1,167.9,5.12,32.8,18.72,16.88,43,13.09
2817,2,470,64,F2-U2-12,2,13,13,3,63,0,0,0,0,1,0,0,-3.2,18.72,16.88,43,13.09
2818,2,470,64,F2-U2-12,2,13,13,4,31,4,1,3,1,1,141.1,4.95,28.8,18.72,16.88,43,13.09
2819,2,470,64,F2-U2-12,2,13,13,5,21,3,1,3,1,1,69.8,4.25,38.8,18.72,16.88,43,13.09
2820,2,470,64,F2-U2-12,2,13,13,6,19,4,1,3,1,1,67,4.2,40.8,18.72,16.88,43,13.09
2821,2,471,9,U2-7,0,8,8,1,41,1,1,0,0,1,0,0,17.4,30.9,12.66,44,10.6
2822,2,471,9,U2-7,0,8,8,2,20,4,1,3,1,1,119.3,4.78,38.4,30.9,12.66,44,10.6
2823,2,471,9,U2-7,0,8,8,3,16,3,1,3,1,1,118.8,4.78,42.4,30.9,12.66,44,10.6
2824,2,471,9,U2-7,0,8,8,4,16,3,1,3,1,1,80.6,4.39,42.4,30.9,12.66,44,10.6
2825,2,471,9,U2-7,0,8,8,5,15.5,3,1,3,1,1,54.9,4.01,42.9,30.9,12.66,44,10.6
2826,2,471,9,U2-7,0,8,8,6,20,3,1,3,1,1,107.6,4.68,38.4,30.9,12.66,44,10.6
2827,2,472,66,F2-U2-14,2,15,15,1,59,0,0,0,0,1,0,0,0.8,21.68,16.55,47,13.07
2828,2,472,66,F2-U2-14,2,15,15,2,64.5,0,0,0,0,1,0,0,-4.7,21.68,16.55,47,13.07
2829,2,472,66,F2-U2-14,2,15,15,3,57,2,1,2,1,1,59.9,4.09,2.8,21.68,16.55,47,13.07
2830,2,472,66,F2-U2-14,2,15,15,4,48,2,1,2,1,1,3.2,1.16,11.8,21.68,16.55,47,13.07
2831,2,472,66,F2-U2-14,2,15,15,5,27.5,3,1,3,1,1,105,4.65,32.3,21.68,16.55,47,13.07
2832,2,472,66,F2-U2-14,2,15,15,6,28,3,1,3,1,1,114.9,4.74,31.8,21.68,16.55,47,13.07
2833,2,473,69,F2-U2-17,2,18,18,1,70,0,0,0,0,1,0,0,-10.2,25.56,15.57,45,12.38
2834,2,473,69,F2-U2-17,2,18,18,2,67,0,0,0,0,1,0,0,-7.2,25.56,15.57,45,12.38
2835,2,473,69,F2-U2-17,2,18,18,3,51.5,1,1,0,0,1,0,0,8.3,25.56,15.57,45,12.38
2836,2,473,69,F2-U2-17,2,18,18,4,45.5,1,1,0,0,1,0,0,14.3,25.56,15.57,45,12.38
